customer_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,loan_amount,loan_term,interest_rate,existing_loans,debt_to_income_ratio,late_payments,loan_purpose,default
815,46,Female,Single,High School,Salaried,149909.0,762.0,238242,12,23.96,3,157.86,14,Education,1
816,56,Male,Married,Master,Salaried,190895.0,327.0,439921,36,12.2,5,222.68,9,Car,1
817,21,Male,Single,PhD,Salaried,160688.0,685.0,138074,24,7.0,3,88.89,9,Car,1
818,28,Male,Single,Master,Salaried,95976.0,572.0,349303,120,5.83,0,374.6,2,Business,1
819,55,Female,Single,Master,Self-employed,199810.0,426.0,196309,120,10.31,4,99.74,1,Car,1
820,35,Male,Single,Bachelor,Self-employed,33107.0,501.0,383776,12,8.58,5,1153.45,3,Home,1
821,42,Male,Single,PhD,Self-employed,114182.0,820.0,322857,36,18.0,1,281.75,1,Business,1
822,34,Male,Married,PhD,Self-employed,111787.0,586.0,46815,12,21.94,0,46.63,10,Personal,0
823,46,Female,Married,PhD,Salaried,35954.0,749.0,463213,12,11.25,3,1293.66,12,Personal,1
824,48,Male,Married,Bachelor,Salaried,36943.0,387.0,459075,24,16.56,1,1250.41,4,Car,1
825,43,Male,Single,PhD,Self-employed,60725.0,617.0,250301,36,19.61,0,417.48,3,Car,1
826,34,Male,Married,PhD,Salaried,65434.0,318.0,199308,24,12.97,2,294.6,5,Personal,1
827,44,Male,Single,Master,Self-employed,105751.0,406.0,354931,36,6.33,5,336.77,13,Car,1
828,22,Male,Single,Master,Self-employed,30110.0,757.0,345387,120,9.58,5,1139.84,14,Car,1
829,46,Female,Single,PhD,Self-employed,36462.0,610.0,487869,60,22.66,3,1341.16,6,Education,1
830,34,Female,Married,High School,Self-employed,99232.0,711.0,27743,240,21.49,0,31.62,11,Personal,1
831,27,Female,Single,High School,Salaried,86567.0,797.0,323883,60,6.73,0,370.03,1,Personal,1
832,23,Male,Married,PhD,Salaried,147425.0,543.0,124492,36,9.48,3,82.94,1,Car,1
833,43,Female,Married,High School,Self-employed,76063.0,679.0,474542,60,20.38,2,620.66,7,Home,1
834,63,Female,Single,Bachelor,Self-employed,133394.0,814.0,365300,12,14.72,5,277.95,12,Education,1
835,38,Female,Single,Master,Self-employed,75240.0,506.0,135275,120,20.2,4,179.4,12,Home,1
836,58,Male,Married,Bachelor,Self-employed,101352.0,693.0,217204,240,9.22,2,211.09,8,Car,1
837,55,Male,Married,Master,Self-employed,168940.0,320.0,35339,240,24.05,3,24.84,4,Personal,1
838,35,Female,Married,High School,Salaried,100989.0,826.0,39121,240,20.67,4,41.79,6,Home,0
839,45,Female,Married,High School,Self-employed,42222.0,642.0,441211,120,8.95,0,1049.05,12,Business,1
840,57,Male,Married,PhD,Self-employed,,,450248,60,16.17,2,443.47,11,Home,1
841,48,Male,Married,High School,Salaried,83924.0,419.0,381276,240,7.26,2,451.4,8,Personal,1
842,30,Female,Single,High School,Salaried,119854.0,688.0,448047,240,12.23,5,377.22,13,Car,1
843,59,Male,Married,PhD,Salaried,98513.0,836.0,46446,36,18.19,5,38.84,0,Home,0
844,37,Female,Married,PhD,Salaried,74649.0,533.0,254380,12,11.6,4,332.59,7,Car,1
845,59,Male,Married,Master,Salaried,122986.0,619.0,131530,36,18.14,0,103.28,9,Education,1
846,42,Female,Married,High School,Salaried,103749.0,479.0,443894,60,9.9,2,431.72,9,Business,1
847,46,Female,Single,Master,Salaried,161295.0,667.0,418914,120,19.42,4,259.77,8,Personal,1
848,64,Male,Single,Master,Salaried,199238.0,375.0,241240,120,12.19,2,123.62,8,Personal,1
849,45,Female,Married,Bachelor,Salaried,59369.0,795.0,478468,36,20.81,5,800.99,9,Car,1
850,37,Female,Married,High School,Self-employed,106379.0,821.0,363486,24,7.73,0,336.72,6,Business,1
851,33,Female,Married,High School,Salaried,89392.0,500.0,88404,36,12.24,0,105.85,11,Personal,0
852,40,Male,Single,Bachelor,Self-employed,32661.0,645.0,315062,24,14.28,1,966.74,11,Home,1
853,45,Male,Single,Master,Self-employed,166663.0,782.0,101666,36,13.48,4,55.63,11,Personal,1
854,24,Male,Single,High School,Self-employed,91718.0,518.0,193307,24,13.66,5,200.87,11,Home,1
855,30,Female,Single,Master,Self-employed,27970.0,359.0,11125,24,13.9,5,32.74,9,Personal,0
856,23,Male,Single,Bachelor,Self-employed,67922.0,849.0,243580,240,24.78,5,353.33,14,Home,1
857,61,Female,Single,PhD,Self-employed,50755.0,520.0,257428,240,8.86,3,500.84,2,Education,1
858,38,Female,Married,Master,Self-employed,140926.0,801.0,394566,24,20.37,2,279.81,12,Car,1
859,56,Male,Single,High School,Self-employed,39416.0,432.0,498867,24,16.04,0,1268.97,12,Education,1
860,42,Male,Single,PhD,Salaried,33672.0,352.0,183583,12,13.27,2,544.74,4,Home,1
861,54,Female,Married,Master,Self-employed,148145.0,749.0,238084,24,17.67,2,158.43,12,Car,1
862,28,Female,Single,Master,Self-employed,198068.0,361.0,296190,240,22.07,3,151.26,1,Business,1
863,60,Male,Married,PhD,Self-employed,94095.0,322.0,224368,24,14.33,0,236.75,10,Home,1
864,64,Male,Single,PhD,Self-employed,20064.0,343.0,389762,120,22.3,1,1933.93,9,Personal,1
865,39,Male,Married,PhD,Salaried,88835.0,346.0,15114,12,6.88,5,18.03,2,Personal,0
866,62,Female,Married,High School,Self-employed,156711.0,323.0,5637,24,18.06,4,5.56,9,Business,0
867,61,Female,Married,High School,Salaried,162127.0,388.0,43634,240,11.66,2,32.93,6,Education,0
868,57,Female,Married,Master,Salaried,107594.0,473.0,355857,240,12.73,3,335.34,0,Home,1
869,26,Female,Married,Master,Self-employed,180499.0,418.0,40776,60,16.42,3,19.79,2,Personal,1
870,46,Female,Single,Bachelor,Self-employed,136916.0,477.0,159672,240,14.6,4,115.53,4,Car,0
871,54,Male,Single,High School,Salaried,140308.0,641.0,480003,12,12.64,4,342.28,10,Business,1
872,26,Male,Married,Master,Self-employed,102516.0,358.0,293953,240,11.17,0,287.8,13,Education,1
873,57,Female,Married,PhD,Self-employed,84666.0,737.0,421972,120,17.37,2,505.86,3,Education,1
874,53,Female,Married,PhD,Salaried,138294.0,727.0,457685,36,15.11,2,330.62,2,Car,1
875,42,Male,Single,High School,Salaried,30866.0,725.0,43368,120,11.47,4,137.9,5,Car,0
876,41,Male,Married,PhD,Self-employed,23889.0,680.0,82185,120,9.1,5,350.22,11,Business,1
877,26,Male,Married,Bachelor,Self-employed,138194.0,785.0,394313,12,20.49,1,291.42,5,Car,1
878,26,Male,Married,Master,Self-employed,144714.0,484.0,475118,12,20.99,2,332.81,3,Personal,1
879,24,Female,Married,Master,Salaried,199298.0,759.0,410096,60,9.28,3,197.75,8,Education,1
880,50,Male,Single,Master,Self-employed,51335.0,401.0,481535,240,10.23,5,938.41,10,Car,1
881,31,Female,Married,High School,Salaried,70547.0,314.0,261286,60,9.78,4,369.2,5,Home,1
882,50,Male,Married,PhD,Salaried,177234.0,350.0,193227,12,22.69,2,111.21,14,Car,1
883,51,Male,Single,Bachelor,Self-employed,175759.0,608.0,383337,240,20.48,0,213.75,8,Education,1
884,44,Male,Married,High School,Salaried,118756.0,333.0,92762,12,6.49,4,82.21,12,Personal,1
885,29,Female,Married,Master,Self-employed,30995.0,504.0,111745,12,21.65,3,362.3,10,Car,1
886,23,Female,Single,Bachelor,Self-employed,22631.0,369.0,332460,36,5.74,0,1473.36,9,Personal,1
887,51,Male,Single,Master,Salaried,186026.0,529.0,75856,120,10.06,4,37.04,9,Home,0
888,60,Female,Single,Master,Self-employed,157039.0,779.0,406943,60,23.38,4,260.46,1,Education,0
889,57,Female,Married,High School,Salaried,108294.0,832.0,475476,60,22.29,2,443.0,14,Business,1
890,56,Male,Married,Master,Salaried,,,306355,24,20.63,0,272.82,5,Education,1
891,44,Male,Single,Bachelor,Self-employed,84471.0,540.0,352613,36,14.15,4,420.77,13,Business,1
892,51,Female,Single,Master,Self-employed,57116.0,550.0,346074,12,11.43,5,604.1,3,Business,1
893,26,Female,Single,PhD,Self-employed,112116.0,434.0,241328,12,22.63,3,215.13,1,Education,1
894,22,Female,Married,Master,Self-employed,185299.0,389.0,308561,36,18.14,0,172.78,4,Business,1
895,40,Male,Married,High School,Salaried,153014.0,739.0,220730,240,10.91,5,149.71,13,Personal,1
896,48,Male,Single,Bachelor,Salaried,67664.0,597.0,499889,60,14.26,2,735.88,14,Home,1
897,31,Female,Married,High School,Salaried,179141.0,706.0,198899,12,22.63,1,102.59,2,Car,1
898,24,Male,Single,PhD,Self-employed,107342.0,607.0,429653,24,23.07,4,399.88,5,Business,1
899,35,Male,Married,Master,Salaried,34407.0,401.0,287663,60,18.19,1,841.35,10,Business,1
900,26,Female,Married,High School,Salaried,133926.0,660.0,275127,120,19.65,4,212.0,14,Education,1
901,50,Female,Married,High School,Self-employed,79201.0,827.0,49656,36,5.79,5,52.23,13,Personal,1
902,58,Male,Married,High School,Self-employed,100093.0,592.0,272779,60,17.09,2,275.51,7,Car,1
903,22,Male,Single,High School,Self-employed,37878.0,445.0,369517,120,18.78,2,977.83,3,Business,1
904,35,Female,Married,PhD,Salaried,103100.0,703.0,371699,24,5.41,2,364.38,11,Personal,1
905,31,Male,Married,PhD,Self-employed,98629.0,301.0,377027,240,21.88,2,382.33,3,Car,1
906,28,Male,Single,Master,Salaried,,,253945,36,23.57,0,393.16,4,Education,1
907,46,Female,Married,Master,Salaried,74862.0,490.0,155694,240,9.76,0,205.68,5,Business,1
908,64,Female,Single,Bachelor,Salaried,48004.0,302.0,240113,12,21.92,4,495.58,10,Education,1
909,25,Male,Single,PhD,Salaried,40471.0,786.0,79975,240,18.31,0,192.44,6,Education,1
910,26,Male,Married,High School,Salaried,111820.0,476.0,360589,12,16.61,4,326.39,5,Business,1
911,46,Male,Married,High School,Self-employed,122229.0,556.0,65666,120,21.86,0,52.87,6,Personal,0
912,24,Female,Single,Bachelor,Salaried,85308.0,833.0,368021,60,10.71,0,433.37,8,Personal,1
913,39,Male,Single,High School,Self-employed,103969.0,776.0,323149,24,20.82,0,316.09,3,Education,1
914,40,Male,Single,Bachelor,Salaried,34568.0,697.0,234501,120,11.29,3,669.73,9,Education,1
915,53,Female,Married,Master,Salaried,29466.0,795.0,112725,24,20.75,2,390.56,14,Home,1
916,40,Female,Single,PhD,Self-employed,77324.0,519.0,147475,240,14.02,3,199.65,0,Car,1
917,32,Male,Single,Bachelor,Salaried,122208.0,472.0,65477,24,7.34,0,44.7,14,Education,1
918,21,Female,Single,High School,Salaried,166539.0,689.0,497826,240,12.63,0,302.39,8,Education,1
919,46,Female,Married,Bachelor,Self-employed,95955.0,801.0,367549,24,9.67,3,392.99,6,Car,1
920,34,Male,Single,Master,Self-employed,167748.0,559.0,70035,36,7.01,5,34.77,3,Business,0
921,58,Female,Married,High School,Salaried,114791.0,430.0,168975,120,7.21,4,141.34,9,Personal,1
922,57,Female,Married,Master,Salaried,182586.0,412.0,490705,36,20.6,2,272.82,7,Business,1
923,31,Male,Single,Master,Salaried,128718.0,319.0,143383,60,22.63,4,113.68,11,Car,1
924,56,Female,Married,Bachelor,Self-employed,42650.0,514.0,448827,60,23.54,5,1053.42,6,Car,1
925,33,Male,Single,Master,Salaried,108290.0,609.0,102561,12,22.08,2,93.46,11,Home,1
926,63,Male,Married,High School,Self-employed,97701.0,550.0,25615,12,21.6,1,26.99,1,Home,0
927,23,Female,Married,Master,Self-employed,30683.0,787.0,323952,12,6.38,2,1043.19,0,Personal,1
928,53,Female,Single,Master,Salaried,100978.0,681.0,38580,60,20.8,4,32.21,8,Education,0
929,26,Female,Single,Bachelor,Self-employed,24860.0,708.0,455268,24,20.67,2,1830.69,6,Car,1
930,30,Male,Single,Master,Salaried,154801.0,570.0,128731,240,7.63,1,72.61,13,Home,0
931,25,Female,Married,PhD,Salaried,51351.0,706.0,359000,24,18.24,1,698.39,9,Business,1
932,43,Male,Married,Bachelor,Self-employed,82744.0,493.0,47898,120,14.05,0,57.8,0,Home,0
933,30,Female,Single,Bachelor,Self-employed,175418.0,740.0,160024,60,23.0,1,87.54,12,Business,0
934,64,Female,Single,High School,Self-employed,140198.0,612.0,87790,240,18.91,3,59.23,3,Home,0
935,22,Female,Married,High School,Self-employed,94155.0,378.0,20227,240,24.02,4,16.25,14,Business,0
936,33,Male,Married,High School,Self-employed,141449.0,479.0,411976,240,7.1,3,288.83,4,Home,1
937,60,Female,Married,High School,Self-employed,96700.0,313.0,275970,12,5.81,5,287.19,4,Home,1
938,22,Female,Single,PhD,Salaried,26955.0,545.0,477691,240,24.47,3,1774.26,13,Personal,1
939,40,Male,Married,Bachelor,Salaried,195365.0,313.0,366116,240,6.6,4,192.52,13,Education,1
940,21,Male,Single,Master,Salaried,41662.0,398.0,350357,60,12.72,5,840.15,13,Car,1
941,57,Female,Married,High School,Self-employed,26408.0,332.0,458648,24,18.0,3,1739.0,4,Education,1
942,29,Female,Married,High School,Self-employed,191475.0,735.0,472212,24,22.6,3,239.36,10,Personal,1
943,37,Female,Single,High School,Self-employed,,,456420,36,10.09,5,2151.33,2,Business,1
944,29,Male,Single,Master,Salaried,163268.0,333.0,406889,36,5.58,3,248.1,4,Education,1
945,31,Male,Single,High School,Salaried,166444.0,318.0,98402,120,15.43,1,61.62,3,Car,1
946,35,Male,Married,Master,Self-employed,37279.0,559.0,303302,60,14.42,4,812.17,14,Car,1
947,44,Male,Married,Bachelor,Self-employed,130401.0,715.0,473205,36,11.14,4,361.0,4,Business,1
948,58,Female,Married,Bachelor,Self-employed,112404.0,436.0,20904,36,22.48,4,14.48,6,Car,0
949,55,Male,Single,Bachelor,Self-employed,189259.0,658.0,130212,60,19.99,3,73.84,4,Personal,0
950,50,Male,Married,PhD,Salaried,68481.0,415.0,151468,24,22.16,1,218.11,13,Education,1
951,51,Male,Single,Master,Salaried,179547.0,703.0,229978,120,8.24,4,137.41,14,Car,1
952,25,Female,Single,High School,Salaried,64552.0,501.0,92469,120,18.85,2,136.69,13,Education,0
953,64,Female,Single,High School,Self-employed,157930.0,675.0,59039,120,24.5,4,43.24,13,Home,0
954,34,Male,Married,High School,Salaried,94474.0,549.0,231957,36,17.24,0,234.64,7,Education,1
955,31,Male,Married,High School,Self-employed,45168.0,745.0,9334,24,8.43,2,19.82,7,Business,0
956,29,Female,Single,PhD,Self-employed,52099.0,577.0,364140,120,24.92,4,695.99,2,Personal,1
957,54,Female,Married,High School,Self-employed,81455.0,411.0,32268,60,15.57,3,41.81,4,Car,0
958,32,Female,Single,PhD,Salaried,74240.0,772.0,69636,120,21.8,4,97.88,11,Personal,1
959,55,Female,Single,Master,Salaried,94796.0,691.0,289212,12,7.99,1,314.76,3,Education,1
960,55,Female,Married,Bachelor,Self-employed,74592.0,442.0,426463,24,18.32,1,569.06,13,Car,1
961,21,Female,Single,High School,Salaried,142181.0,331.0,70121,12,23.25,4,45.64,13,Personal,0
962,60,Female,Single,Bachelor,Self-employed,198530.0,480.0,390905,24,15.64,3,201.31,4,Business,1
963,42,Female,Married,Master,Self-employed,121611.0,815.0,224742,240,10.77,3,184.12,7,Home,1
964,49,Male,Single,Master,Self-employed,78046.0,568.0,283429,60,7.55,3,359.98,3,Home,1
965,28,Male,Single,High School,Salaried,36488.0,535.0,105539,240,10.92,4,287.01,4,Business,1
966,31,Male,Single,Master,Salaried,138521.0,576.0,222975,36,12.1,4,157.41,6,Home,1
967,61,Male,Single,Bachelor,Self-employed,151467.0,574.0,29136,36,19.2,0,10.89,2,Business,0
968,57,Male,Single,High School,Salaried,161917.0,385.0,458594,240,8.57,1,291.04,12,Education,1
969,34,Male,Single,PhD,Salaried,187131.0,362.0,436003,24,7.12,2,235.43,5,Business,1
970,50,Female,Single,High School,Salaried,38394.0,703.0,29425,120,12.74,2,68.58,8,Home,1
971,55,Female,Married,Bachelor,Salaried,113993.0,491.0,493217,12,14.17,1,440.17,10,Education,1
972,41,Male,Married,High School,Self-employed,196978.0,592.0,23961,60,17.57,5,13.05,3,Business,0
973,57,Male,Single,High School,Salaried,79332.0,330.0,169515,120,19.15,0,212.62,3,Business,1
974,25,Female,Single,Bachelor,Self-employed,188377.0,629.0,285967,36,22.79,1,154.45,5,Education,0
975,39,Female,Married,High School,Self-employed,62628.0,406.0,342553,120,10.78,0,544.78,5,Car,1
976,34,Female,Married,High School,Salaried,41352.0,575.0,76123,240,15.57,5,177.5,2,Home,1
977,46,Male,Married,Bachelor,Self-employed,102971.0,381.0,109249,240,12.32,0,103.4,13,Car,0
978,24,Female,Married,Master,Self-employed,71993.0,363.0,30852,12,5.03,3,42.49,0,Education,1
979,45,Male,Married,Bachelor,Salaried,190458.0,428.0,42535,36,16.59,1,17.83,2,Education,1
980,62,Male,Single,High School,Self-employed,123027.0,555.0,12004,24,21.32,2,12.3,7,Personal,0
981,45,Female,Married,PhD,Self-employed,140212.0,530.0,163895,60,5.73,4,123.29,7,Personal,1
982,38,Female,Married,PhD,Salaried,28539.0,796.0,109913,240,5.07,5,383.29,5,Education,1
983,60,Male,Married,Bachelor,Salaried,152335.0,436.0,321230,60,19.56,5,199.43,6,Personal,1
984,28,Female,Single,PhD,Salaried,164377.0,754.0,254408,36,18.68,4,153.94,1,Business,0
985,59,Female,Single,High School,Salaried,73817.0,654.0,12131,24,13.12,1,12.18,8,Car,1
986,60,Male,Single,High School,Salaried,175470.0,784.0,219304,240,18.23,4,123.91,2,Education,1
987,34,Female,Single,Bachelor,Self-employed,69107.0,445.0,292793,12,24.07,0,422.54,1,Business,1
988,52,Male,Single,High School,Self-employed,183224.0,332.0,140171,60,9.96,4,72.2,4,Home,0
989,58,Male,Single,Master,Salaried,181696.0,559.0,449022,36,9.92,0,240.29,0,Home,1
990,53,Female,Married,High School,Salaried,149240.0,386.0,429787,60,8.72,0,288.04,4,Personal,1
991,43,Male,Single,Bachelor,Self-employed,119655.0,564.0,35580,24,19.48,2,25.9,9,Personal,1
992,35,Male,Single,Master,Salaried,76132.0,841.0,119163,12,12.06,4,165.24,3,Business,1
993,53,Female,Married,Master,Salaried,145701.0,691.0,99200,24,24.77,2,69.32,11,Home,1
994,45,Female,Single,PhD,Self-employed,125494.0,531.0,86118,240,19.29,4,64.95,5,Education,0
995,37,Female,Married,High School,Self-employed,72979.0,746.0,31469,120,12.35,0,40.75,11,Car,1
996,53,Male,Married,Bachelor,Self-employed,78013.0,428.0,332323,24,7.98,4,425.22,4,Personal,1
997,22,Male,Single,PhD,Salaried,83797.0,570.0,486154,24,16.84,5,580.64,8,Business,1
998,34,Female,Married,PhD,Self-employed,71798.0,388.0,29236,60,10.9,5,43.8,4,Personal,1
999,60,Male,Married,High School,Salaried,167722.0,765.0,423326,24,23.11,2,258.12,12,Business,1
1000,60,Female,Married,High School,Self-employed,177086.0,469.0,290574,36,13.83,3,163.73,7,Home,1
1001,59,Female,Married,Bachelor,Salaried,96421.0,427.0,311551,240,10.85,5,325.39,11,Personal,1
1002,26,Male,Single,PhD,Salaried,27434.0,473.0,174020,60,16.77,2,636.43,12,Business,1
1003,26,Female,Married,Bachelor,Salaried,50028.0,325.0,88299,60,7.74,3,176.99,1,Business,1
1004,23,Male,Single,PhD,Self-employed,86558.0,810.0,381640,120,16.23,1,439.86,2,Personal,1
1005,27,Male,Married,PhD,Self-employed,44331.0,787.0,349709,240,6.12,2,789.55,2,Car,1
1006,28,Female,Married,PhD,Self-employed,87573.0,705.0,455583,36,17.14,5,516.96,2,Education,1
1007,62,Male,Married,High School,Salaried,149473.0,325.0,174252,240,15.6,5,110.91,5,Home,0
1008,35,Female,Single,PhD,Self-employed,197398.0,382.0,140724,24,15.42,4,78.51,6,Personal,1
1009,49,Male,Single,PhD,Self-employed,102979.0,663.0,77370,120,18.68,3,76.21,6,Personal,0
1010,53,Male,Single,PhD,Salaried,24123.0,666.0,369899,36,5.89,5,1534.69,11,Car,1
1011,50,Male,Married,Master,Salaried,36603.0,359.0,486239,120,14.19,4,1327.29,6,Home,1
1012,59,Female,Married,High School,Self-employed,85941.0,850.0,132845,240,13.88,3,157.07,11,Personal,0
1013,47,Male,Married,Master,Self-employed,62597.0,591.0,405300,12,14.2,2,646.57,2,Car,1
1014,56,Female,Married,High School,Self-employed,104238.0,490.0,443846,240,24.6,2,418.21,0,Education,1
1015,49,Male,Single,Bachelor,Salaried,193791.0,760.0,189348,24,7.79,4,95.03,5,Business,0
1016,58,Male,Married,Master,Self-employed,61751.0,532.0,216300,120,18.81,2,353.26,2,Education,1
1017,53,Female,Single,Bachelor,Salaried,146462.0,773.0,120052,12,13.04,4,79.0,12,Education,0
1018,57,Female,Married,PhD,Salaried,106978.0,704.0,138727,24,15.23,0,120.51,14,Education,1
1019,47,Female,Single,Bachelor,Self-employed,37693.0,570.0,455968,120,20.25,3,1208.19,2,Education,1
1020,53,Female,Single,Bachelor,Self-employed,188769.0,433.0,110737,120,8.15,4,50.01,14,Business,0
1021,24,Female,Married,Bachelor,Salaried,114524.0,470.0,497834,240,20.27,3,433.15,2,Home,1
1022,42,Male,Married,Bachelor,Salaried,117869.0,714.0,183742,120,6.41,0,161.81,14,Home,1
1023,22,Male,Single,High School,Self-employed,181064.0,327.0,141344,120,14.67,3,71.7,8,Car,0
1024,30,Female,Married,Master,Self-employed,83825.0,435.0,398434,60,19.84,4,478.55,11,Car,1
1025,25,Male,Married,High School,Self-employed,160594.0,704.0,101428,120,8.85,2,71.73,14,Personal,0
1026,30,Male,Single,High School,Salaried,150475.0,804.0,304615,240,20.42,3,208.8,3,Education,1
1027,53,Male,Single,High School,Salaried,65406.0,540.0,53762,60,8.34,3,81.06,4,Education,0
1028,58,Female,Single,Bachelor,Self-employed,163193.0,743.0,419731,60,20.98,5,252.62,2,Business,1
1029,33,Male,Single,High School,Salaried,143371.0,733.0,170379,12,14.38,5,119.71,9,Education,0
1030,51,Male,Married,Master,Salaried,165291.0,527.0,254193,24,18.69,0,154.73,12,Business,1
1031,56,Male,Single,High School,Self-employed,21617.0,808.0,476897,60,23.35,1,2210.63,14,Personal,1
1032,44,Female,Single,PhD,Salaried,63016.0,602.0,154058,36,13.17,2,244.73,11,Car,1
1033,35,Male,Single,Bachelor,Self-employed,44276.0,333.0,351768,60,9.66,4,796.48,0,Car,1
1034,49,Male,Married,PhD,Self-employed,92240.0,301.0,337744,36,22.34,0,361.61,14,Personal,1
1035,28,Female,Single,Master,Salaried,126292.0,661.0,379236,12,8.23,4,303.98,11,Personal,1
1036,25,Female,Married,Master,Salaried,37959.0,494.0,123336,36,17.63,4,318.53,3,Education,1
1037,49,Male,Single,Master,Self-employed,48522.0,607.0,322032,12,23.47,3,660.53,14,Car,1
1038,24,Male,Single,Master,Salaried,161025.0,549.0,485948,12,18.49,0,304.79,0,Home,1
1039,32,Female,Married,High School,Self-employed,46567.0,446.0,147675,12,8.91,0,323.57,10,Personal,1
1040,22,Female,Single,Bachelor,Salaried,82708.0,645.0,335168,36,8.05,5,408.66,10,Car,1
1041,47,Female,Single,Master,Salaried,146206.0,647.0,95728,36,10.05,2,65.31,6,Car,0
1042,51,Female,Married,PhD,Salaried,42560.0,553.0,296041,12,12.83,1,695.45,6,Business,1
1043,56,Female,Single,Master,Self-employed,78390.0,698.0,154874,12,8.18,4,193.03,14,Car,1
1044,56,Female,Single,Bachelor,Salaried,145772.0,633.0,152483,24,20.96,2,102.76,3,Personal,1
1045,46,Female,Single,PhD,Self-employed,187732.0,475.0,65399,12,12.14,5,25.26,14,Education,0
1046,63,Male,Single,PhD,Self-employed,65104.0,424.0,231274,120,23.72,2,363.53,4,Car,1
1047,47,Female,Married,PhD,Self-employed,77805.0,697.0,65692,24,21.85,4,95.51,9,Home,0
1048,25,Female,Single,High School,Salaried,44496.0,430.0,455892,24,23.18,3,1014.83,6,Personal,1
1049,40,Male,Married,Master,Self-employed,111257.0,706.0,148842,24,10.89,3,126.61,12,Education,1
1050,31,Female,Single,High School,Self-employed,23515.0,633.0,78513,120,16.47,4,340.68,5,Education,1
1051,30,Female,Married,PhD,Salaried,24454.0,319.0,435645,24,11.43,5,1777.49,12,Personal,1
1052,60,Male,Single,High School,Self-employed,42873.0,504.0,495783,24,10.14,5,1163.3,3,Education,1
1053,58,Female,Married,High School,Self-employed,,,392185,36,17.14,0,421.34,3,Home,1
1054,26,Male,Single,High School,Salaried,33727.0,472.0,457645,240,21.36,1,1355.27,1,Car,1
1055,28,Male,Married,Master,Self-employed,148376.0,488.0,206157,36,6.87,3,143.66,9,Personal,1
1056,43,Male,Married,PhD,Salaried,89070.0,301.0,418553,12,10.52,1,469.73,1,Car,1
1057,46,Male,Single,PhD,Self-employed,119059.0,467.0,360045,12,9.1,2,302.14,11,Car,1
1058,63,Female,Married,Master,Self-employed,144564.0,667.0,222253,60,20.97,2,156.38,3,Education,0
1059,32,Male,Single,High School,Salaried,137213.0,835.0,249405,240,23.67,4,185.72,4,Personal,0
1060,46,Male,Single,High School,Self-employed,45465.0,669.0,160579,120,6.6,4,358.2,3,Car,1
1061,33,Female,Single,Bachelor,Self-employed,79799.0,736.0,64596,36,12.58,4,92.72,13,Business,1
1062,60,Male,Single,Bachelor,Self-employed,116129.0,506.0,75509,12,23.29,5,66.84,2,Home,1
1063,38,Male,Single,Bachelor,Salaried,172402.0,348.0,13436,120,11.89,3,14.26,10,Education,0
1064,45,Male,Married,Master,Salaried,159374.0,843.0,15086,24,19.25,1,15.79,1,Personal,1
1065,53,Male,Single,PhD,Salaried,127288.0,428.0,481492,120,7.01,2,381.69,3,Personal,1
1066,60,Female,Single,Bachelor,Salaried,32875.0,746.0,358198,36,13.89,1,1086.9,13,Education,1
1067,63,Male,Single,PhD,Salaried,47219.0,334.0,418067,240,15.07,3,890.84,10,Car,1
1068,32,Female,Single,PhD,Self-employed,56182.0,498.0,306876,60,20.15,1,548.44,4,Education,1
1069,64,Female,Single,PhD,Salaried,193341.0,376.0,413058,36,10.78,1,207.2,0,Personal,1
1070,56,Male,Single,Master,Salaried,99781.0,668.0,396072,240,10.28,5,402.01,14,Business,1
1071,24,Male,Married,Master,Salaried,26457.0,825.0,388899,12,11.06,4,1461.74,12,Car,1
1072,25,Male,Married,Master,Self-employed,,,262144,12,16.11,5,169.34,0,Education,0
1073,57,Male,Single,Master,Self-employed,53064.0,805.0,231562,120,22.52,5,433.61,5,Personal,1
1074,28,Female,Married,Bachelor,Salaried,160893.0,537.0,6745,36,21.62,1,5.01,4,Personal,0
1075,62,Female,Single,High School,Self-employed,135256.0,579.0,279841,12,6.16,1,199.93,10,Personal,1
1076,48,Female,Single,High School,Self-employed,118297.0,731.0,490685,24,22.58,5,411.17,3,Business,1
1077,51,Male,Single,High School,Self-employed,158736.0,437.0,8879,24,6.9,1,2.98,0,Car,0
1078,29,Female,Single,Bachelor,Self-employed,180353.0,568.0,221769,60,13.31,5,122.2,11,Education,1
1079,49,Male,Single,High School,Salaried,182893.0,500.0,154571,120,20.31,0,81.54,13,Car,0
1080,34,Male,Married,Bachelor,Salaried,175719.0,441.0,224249,12,6.63,5,129.36,6,Personal,0
1081,60,Male,Married,Bachelor,Self-employed,,,171107,60,5.81,2,192.68,14,Business,1
1082,61,Male,Married,Bachelor,Self-employed,110179.0,628.0,416867,24,11.6,2,376.12,3,Business,1
1083,42,Male,Married,High School,Self-employed,94944.0,530.0,342368,60,19.6,1,360.79,2,Personal,1
1084,31,Female,Single,PhD,Self-employed,109142.0,607.0,380513,60,15.44,5,351.29,13,Car,1
1085,43,Female,Married,High School,Salaried,47603.0,445.0,343668,12,13.34,5,710.71,6,Car,1
1086,21,Male,Single,High School,Self-employed,66458.0,451.0,356150,12,21.26,4,538.11,1,Business,1
1087,57,Female,Married,Master,Salaried,90605.0,439.0,304393,12,20.33,4,332.74,9,Home,1
