Order ID,Customer ID,Category,Sales,Quantity,Discount,Profit,Order Date,Region
10401,1472,Furniture,238.2,6,0.0,32.61,2024-09-21,South
10402,1098,Furniture,318.87,7,0.0,76.76,2022-01-16,West
10403,1152,Furniture,421.36,9,0.1,53.75,2025-07-24,Central
10404,1860,Furniture,113.4,4,0.1,-3.4,2022-11-29,Central
10405,1913,Office Supplies,317.39,3,0.1,46.66,2023-04-28,West
10406,1895,Furniture,314.0,8,0.0,62.91,2027-01-08,East
10407,1877,Furniture,308.01,1,0.05,69.62,2023-07-20,Central
10408,1337,Office Supplies,576.15,9,0.3,-63.7,2025-08-04,East
10409,1705,Technology,307.26,1,0.0,28.82,2022-04-24,Central
10410,1821,Office Supplies,103.52,2,0.1,6.81,2022-02-07,East
10411,1162,Technology,600.81,8,0.15,23.12,2023-03-30,East
10412,1719,Office Supplies,255.38,9,0.15,-24.46,2027-03-21,East
10413,1956,Office Supplies,211.16,7,0.05,3.36,2024-01-12,West
10414,1680,Furniture,261.63,3,0.2,-14.08,2022-06-15,East
10415,1995,Technology,748.19,7,0.0,84.48,2023-11-25,East
10416,1160,Furniture,139.76,6,0.2,-8.89,2027-06-03,East
10417,1579,Technology,448.43,2,0.0,77.07,2022-07-24,Central
10418,1800,Office Supplies,280.74,3,0.0,23.72,2024-05-27,East
10419,1397,Office Supplies,440.12,5,0.0,96.1,2022-09-02,Central
10420,1276,Technology,150.75,4,0.15,2.22,2027-03-10,East
10421,1815,Furniture,326.05,2,0.05,20.64,2025-09-18,East
10422,1915,Furniture,318.3,4,0.0,17.0,2024-07-31,West
10423,1503,Furniture,318.29,8,0.0,22.09,2025-11-20,Central
10424,1895,Furniture,162.69,5,0.3,-36.96,2024-03-31,East
10425,1391,Office Supplies,238.79,5,0.2,-7.49,2023-05-22,Central
10426,1134,Office Supplies,367.87,3,0.1,26.59,2027-05-07,Central
10427,1194,Office Supplies,70.17,8,0.1,9.11,2024-07-12,South
10428,1400,Office Supplies,146.84,6,0.05,18.73,2025-02-18,West
10429,1639,Office Supplies,345.82,2,0.0,37.28,2025-07-06,West
10430,1032,Furniture,390.38,2,0.3,-62.1,2026-10-12,West
10431,1687,Furniture,293.77,9,0.0,59.78,2023-02-14,South
10432,1459,Furniture,363.13,7,0.05,78.46,2022-11-06,South
10433,1954,Furniture,249.93,9,0.0,59.56,2027-01-06,West
10434,1882,Office Supplies,571.29,6,0.05,84.53,2026-09-26,South
10435,1469,Office Supplies,715.17,5,0.05,68.81,2022-03-09,South
10436,1374,Office Supplies,153.98,1,0.05,12.64,2022-04-24,South
10437,1021,Technology,225.55,6,0.0,60.87,2022-08-08,West
10438,1749,Furniture,545.55,6,0.05,4.51,2022-08-08,West
10439,1669,Furniture,304.68,3,0.0,90.49,2026-02-05,West
10440,1037,Office Supplies,488.17,3,0.0,105.49,2023-12-31,South
10441,1229,Furniture,608.2,3,0.0,133.98,2024-01-19,West
10442,1364,Furniture,1185.86,3,0.15,-68.73,2024-07-31,South
10443,1562,Office Supplies,276.63,7,0.05,40.33,2023-01-21,East
10444,1437,Technology,308.34,2,0.1,30.42,2025-08-14,South
10445,1775,Technology,57.37,2,0.15,-2.13,2024-07-18,Central
10446,1282,Technology,691.12,3,0.1,35.2,2026-06-18,West
10447,1026,Office Supplies,96.37,7,0.05,21.48,2025-06-30,West
10448,1225,Furniture,504.6,3,0.0,94.61,2023-02-09,Central
10449,1276,Office Supplies,528.62,7,0.0,81.07,2023-05-07,South
10450,1797,Office Supplies,397.94,9,0.1,-11.13,2022-12-23,East
10451,1608,Furniture,300.74,4,0.05,53.21,2025-12-22,Central
10452,1283,Technology,585.59,7,0.2,9.56,2022-08-03,Central
10453,1878,Technology,180.95,9,0.2,-13.2,2025-11-04,South
10454,1959,Office Supplies,633.22,8,0.0,112.44,2026-11-29,West
10455,1480,Technology,244.11,8,0.0,38.68,2027-02-26,South
10456,1452,Office Supplies,303.38,9,0.1,30.06,2024-01-22,Central
10457,1828,Office Supplies,378.0,5,0.0,40.96,2024-04-06,Central
10458,1815,Furniture,376.78,5,0.0,107.5,2025-05-22,West
10459,1658,Furniture,468.91,3,0.2,-26.31,2025-01-26,West
10460,1515,Furniture,171.47,5,0.0,21.91,2023-06-12,West
10461,1546,Office Supplies,359.57,8,0.3,-18.31,2024-07-04,South
10462,1191,Furniture,449.61,5,0.15,55.11,2023-10-28,West
10463,1048,Technology,164.56,4,0.15,-12.9,2026-04-01,Central
10464,1511,Technology,308.16,8,0.0,37.97,2023-12-11,Central
10465,1016,Office Supplies,719.41,7,0.0,158.18,2026-07-02,East
10466,1171,Office Supplies,285.08,6,0.05,23.1,2023-06-19,South
10467,1219,Furniture,569.37,5,0.0,141.28,2023-07-08,East
10468,1157,Office Supplies,352.05,5,0.0,29.08,2026-04-22,Central
10469,1476,Office Supplies,816.96,2,0.0,196.62,2022-11-24,East
10470,1045,Technology,335.01,4,0.0,22.48,2024-06-20,Central
10471,1372,Technology,374.29,8,0.0,19.89,2025-04-03,East
10472,1517,Furniture,577.29,8,0.15,63.66,2025-02-13,West
10473,1098,Office Supplies,217.04,1,0.0,42.4,2022-05-30,East
10474,1891,Office Supplies,271.01,2,0.0,37.39,2026-03-22,West
10475,1744,Technology,925.75,5,0.1,42.28,2024-11-21,West
10476,1036,Office Supplies,253.16,9,0.3,-4.52,2023-10-19,South
10477,1279,Technology,386.9,7,0.0,68.58,2024-03-16,West
10478,1348,Furniture,472.93,5,0.0,140.89,2027-04-21,West
10479,1496,Technology,775.91,1,0.1,120.33,2022-10-20,East
10480,1301,Office Supplies,122.91,6,0.3,-10.51,2024-07-07,Central
10481,1180,Furniture,194.4,8,0.15,9.55,2023-11-20,South
10482,1606,Technology,526.31,7,0.1,52.57,2024-08-14,West
10483,1098,Technology,784.75,2,0.0,173.13,2025-04-15,South
10484,1699,Furniture,528.21,5,0.05,20.01,2024-12-20,East
10485,1992,Furniture,178.98,4,0.0,23.64,2026-06-01,West
10486,1115,Technology,273.2,9,0.1,-10.15,2023-02-20,East
10487,1190,Office Supplies,521.6,1,0.15,-62.84,2025-11-07,South
10488,1252,Technology,201.08,6,0.3,-34.88,2023-08-21,East
10489,1980,Furniture,655.21,3,0.0,112.25,2026-09-23,South
10490,1927,Technology,378.46,9,0.0,93.17,2022-01-07,East
10491,1982,Furniture,157.85,5,0.05,18.77,2024-07-06,South
10492,1160,Furniture,491.49,6,0.15,-7.65,2022-03-26,Central
10493,1255,Office Supplies,318.86,9,0.15,-5.08,2024-02-13,East
10494,1322,Furniture,270.28,9,0.0,50.7,2024-08-14,East
10495,1127,Furniture,210.05,8,0.0,24.75,2025-11-22,Central
10496,1017,Office Supplies,309.65,9,0.05,51.09,2027-04-20,Central
10497,1792,Furniture,330.01,4,0.0,97.12,2026-11-30,East
10498,1734,Office Supplies,407.47,6,0.2,-27.07,2025-11-17,Central
10499,1565,Office Supplies,202.15,5,0.05,8.4,2024-12-06,West
10500,1569,Furniture,221.37,5,0.15,-6.52,2025-09-26,South
10501,1322,Furniture,698.97,4,0.1,101.09,2026-03-02,South
10502,1871,Technology,164.84,2,0.15,5.42,2023-08-29,South
10503,1685,Office Supplies,554.87,6,0.0,152.34,2026-02-10,West
10504,1791,Technology,127.2,9,0.2,-8.22,2023-03-02,Central
10505,1625,Furniture,546.71,1,0.0,162.92,2023-03-02,Central
10506,1287,Technology,144.34,7,0.05,2.7,2024-01-06,East
10507,1942,Office Supplies,551.87,6,0.0,34.9,2024-03-01,Central
10508,1853,Technology,298.03,3,0.05,58.39,2023-05-30,East
10509,1662,Office Supplies,294.72,1,0.0,83.06,2025-02-26,West
10510,1961,Furniture,902.57,4,0.0,65.57,2027-02-02,South
10511,1638,Furniture,162.02,9,0.3,-18.74,2025-06-26,South
10512,1154,Office Supplies,297.16,2,0.0,17.32,2024-01-11,South
10513,1489,Furniture,448.59,3,0.15,-40.1,2027-02-06,Central
10514,1385,Furniture,496.25,2,0.3,-83.21,2022-05-11,East
10515,1985,Furniture,784.95,2,0.0,229.61,2026-10-30,East
10516,1784,Furniture,138.81,8,0.1,19.22,2026-09-09,West
10517,1103,Office Supplies,729.38,3,0.0,178.43,2022-11-19,Central
10518,1928,Technology,202.73,7,0.0,49.47,2024-04-02,West
10519,1392,Technology,218.76,8,0.05,26.39,2027-04-08,East
10520,1810,Furniture,590.64,3,0.3,-86.85,2023-06-27,East
10521,1245,Technology,664.72,2,0.0,132.25,2022-03-07,South
10522,1175,Technology,229.08,8,0.1,10.29,2023-12-19,Central
10523,1038,Furniture,511.57,3,0.05,62.68,2025-01-29,East
10524,1476,Furniture,296.7,7,0.2,7.56,2027-01-30,South
10525,1681,Technology,336.99,1,0.0,86.22,2022-01-31,Central
10526,1758,Office Supplies,296.48,6,0.1,55.05,2024-06-03,West
10527,1537,Furniture,162.71,9,0.1,4.8,2022-07-10,Central
10528,1866,Office Supplies,369.62,3,0.1,49.39,2026-05-21,Central
10529,1817,Technology,266.71,7,0.3,-72.46,2023-02-19,East
10530,1920,Furniture,651.38,6,0.2,-4.42,2027-01-13,East
10531,1407,Office Supplies,466.61,8,0.0,66.66,2024-01-17,Central
10532,1524,Furniture,558.74,3,0.05,-0.76,2026-12-19,East
10533,1827,Technology,315.18,3,0.0,44.38,2026-10-04,East
10534,1505,Office Supplies,295.02,4,0.0,59.79,2026-03-04,East
10535,1902,Technology,337.86,3,0.05,13.57,2027-03-01,South
10536,1824,Technology,873.01,9,0.0,245.32,2026-10-27,South
10537,1035,Furniture,200.4,4,0.05,5.24,2026-06-07,Central
10538,1684,Office Supplies,299.48,6,0.3,3.49,2024-12-05,East
10539,1019,Technology,286.97,8,0.0,65.08,2025-01-17,South
10540,1320,Technology,547.53,8,0.3,-53.56,2026-09-18,Central
10541,1775,Office Supplies,375.47,5,0.05,40.61,2023-01-10,East
10542,1511,Technology,259.08,5,0.1,38.5,2026-09-21,West
10543,1399,Technology,607.03,6,0.2,-4.96,2025-06-23,East
10544,1653,Office Supplies,658.41,7,0.0,143.47,2023-07-12,East
10545,1971,Office Supplies,699.16,7,0.05,66.43,2025-07-04,South
10546,1882,Office Supplies,317.86,4,0.05,34.04,2025-10-07,Central
10547,1470,Office Supplies,462.69,6,0.0,137.63,2027-04-29,Central
10548,1142,Furniture,302.05,7,0.3,-67.15,2026-05-16,South
10549,1091,Office Supplies,1085.43,5,0.2,-75.86,2025-02-02,East
10550,1353,Furniture,429.83,5,0.0,52.85,2025-09-22,West
10551,1833,Furniture,450.28,2,0.0,108.64,2026-03-30,East
10552,1799,Furniture,296.22,7,0.05,59.69,2025-08-17,East
10553,1726,Technology,338.35,6,0.0,41.65,2025-01-05,West
10554,1958,Furniture,233.58,1,0.1,-9.61,2026-03-15,South
10555,1853,Furniture,198.85,4,0.0,10.51,2025-06-07,Central
10556,1050,Technology,363.92,3,0.05,35.35,2026-08-30,South
10557,1664,Technology,342.31,3,0.0,52.23,2023-08-01,South
10558,1697,Technology,296.52,7,0.0,88.1,2022-02-01,East
10559,1574,Office Supplies,515.81,4,0.1,49.59,2026-06-20,Central
10560,1189,Technology,373.21,8,0.05,20.93,2022-02-27,Central
10561,1124,Technology,399.97,9,0.3,-47.1,2025-02-01,South
10562,1149,Furniture,727.55,3,0.2,-55.07,2022-11-08,West
10563,1313,Technology,685.32,5,0.0,136.92,2026-07-28,South
10564,1569,Office Supplies,479.9,4,0.0,35.47,2026-10-19,West
10565,1341,Technology,587.73,6,0.2,-48.25,2024-12-26,Central
10566,1304,Office Supplies,124.27,4,0.3,2.19,2023-11-21,South
10567,1691,Technology,518.81,8,0.2,-17.16,2025-10-29,East
10568,1681,Technology,338.6,3,0.0,46.09,2026-11-18,South
10569,1837,Technology,509.95,5,0.3,-22.23,2027-01-04,Central
10570,1782,Technology,236.53,1,0.0,65.66,2022-08-23,East
10571,1053,Office Supplies,291.36,6,0.15,-12.5,2023-10-05,East
10572,1443,Office Supplies,276.77,5,0.3,-15.84,2025-02-09,West
10573,1612,Furniture,328.2,8,0.0,95.07,2025-11-13,East
10574,1992,Office Supplies,532.07,9,0.3,-67.98,2025-12-02,East
10575,1263,Technology,201.65,8,0.0,46.36,2024-12-13,South
10576,1052,Furniture,349.97,8,0.3,-19.26,2024-03-12,Central
10577,1571,Furniture,392.31,3,0.0,86.28,2022-08-27,West
10578,1619,Furniture,171.34,4,0.3,-32.7,2026-11-11,South
10579,1004,Technology,387.74,4,0.0,49.81,2025-08-11,East
10580,1102,Office Supplies,252.59,5,0.15,7.94,2022-04-22,East
10581,1195,Technology,342.47,9,0.05,16.62,2025-01-16,West
10582,1773,Furniture,613.81,9,0.05,72.27,2026-10-30,Central
10583,1876,Technology,340.13,1,0.0,33.01,2023-04-21,West
10584,1991,Technology,659.44,8,0.15,-81.06,2022-10-31,South
10585,1883,Office Supplies,303.82,1,0.0,88.87,2025-08-21,West
10586,1349,Office Supplies,227.84,2,0.1,18.63,2022-10-17,East
10587,1046,Furniture,449.42,7,0.0,131.38,2022-07-27,South
10588,1866,Technology,406.79,8,0.3,-90.47,2024-05-17,East
10589,1822,Technology,480.57,1,0.0,94.6,2027-04-11,Central
10590,1935,Office Supplies,283.27,3,0.0,28.4,2026-12-15,East
10591,1819,Technology,513.08,7,0.0,127.0,2023-08-05,East
10592,1655,Technology,234.26,9,0.05,45.5,2023-01-05,West
10593,1268,Technology,1143.42,8,0.0,89.36,2022-08-08,East
10594,1369,Office Supplies,516.63,8,0.05,118.17,2025-06-08,South
10595,1635,Furniture,1242.66,9,0.2,-52.7,2024-03-12,South
10596,1105,Furniture,549.51,3,0.15,45.75,2024-03-29,Central
10597,1669,Technology,567.56,8,0.1,117.77,2027-03-12,South
10598,1658,Furniture,532.72,1,0.0,144.15,2022-12-15,West
10599,1656,Office Supplies,207.41,8,0.1,40.11,2022-09-12,Central
10600,1119,Office Supplies,391.64,7,0.0,53.13,2023-03-28,South
10601,1830,Furniture,325.57,8,0.15,-36.15,2022-05-22,West
10602,1786,Furniture,423.58,1,0.0,41.12,2024-12-28,South
10603,1603,Technology,399.97,6,0.05,42.72,2022-03-30,South
10604,1057,Furniture,228.01,7,0.0,56.62,2024-05-20,East
10605,1950,Technology,576.1,5,0.2,-54.17,2025-03-05,South
10606,1345,Technology,785.87,5,0.0,168.91,2026-08-06,South
10607,1740,Office Supplies,306.65,7,0.1,16.87,2027-02-18,West
10608,1473,Office Supplies,429.6,3,0.0,58.13,2026-09-19,West
10609,1116,Office Supplies,455.4,6,0.15,4.06,2023-06-07,East
10610,1829,Office Supplies,271.41,7,0.3,-65.28,2023-10-22,South
10611,1790,Furniture,374.66,1,0.05,80.1,2024-08-08,East
10612,1126,Office Supplies,128.02,2,0.05,6.95,2027-01-02,South
10613,1392,Furniture,466.71,4,0.3,-30.66,2027-02-17,Central
10614,1907,Office Supplies,599.91,8,0.05,18.74,2024-06-28,Central
10615,1640,Furniture,314.56,6,0.05,17.57,2023-03-18,East
10616,1057,Technology,292.75,1,0.1,39.11,2022-02-07,East
10617,1633,Furniture,556.15,5,0.1,86.43,2027-02-24,East
10618,1512,Furniture,165.37,7,0.0,18.71,2025-05-16,West
10619,1750,Office Supplies,398.11,6,0.2,-17.45,2022-07-29,West
10620,1801,Furniture,260.65,9,0.05,38.25,2023-05-28,West
10621,1095,Technology,175.94,8,0.0,18.1,2025-10-15,East
10622,1637,Technology,496.93,4,0.15,18.2,2026-05-20,South
10623,1117,Office Supplies,540.8,5,0.0,131.64,2024-10-21,Central
10624,1559,Technology,667.18,7,0.0,57.59,2026-11-14,East
10625,1600,Furniture,209.76,8,0.1,8.46,2024-09-07,West
10626,1487,Technology,569.71,5,0.2,-21.83,2023-01-16,West
10627,1236,Office Supplies,461.86,9,0.2,-47.64,2024-04-07,East
10628,1884,Furniture,211.75,4,0.3,-30.22,2026-04-10,East
10629,1896,Office Supplies,181.93,4,0.2,-30.91,2024-05-08,West
10630,1271,Furniture,801.19,8,0.0,161.98,2023-01-29,South
10631,1188,Technology,335.3,1,0.0,29.56,2024-12-09,West
10632,1998,Office Supplies,149.82,8,0.2,-4.85,2023-01-31,West
10633,1703,Office Supplies,350.01,5,0.0,48.6,2027-02-27,East
10634,1446,Furniture,305.07,1,0.1,-2.74,2026-11-12,South
10635,1580,Office Supplies,367.0,4,0.1,47.57,2022-02-01,West
10636,1789,Furniture,383.61,2,0.0,23.99,2023-06-29,West
10637,1860,Furniture,305.58,4,0.3,-59.27,2023-12-13,Central
10638,1246,Furniture,760.04,8,0.05,63.66,2025-06-11,East
10639,1962,Furniture,323.46,5,0.05,23.23,2024-11-15,Central
10640,1075,Technology,162.87,1,0.3,-24.35,2026-04-27,Central
10641,1153,Furniture,813.46,7,0.05,139.89,2025-12-28,West
10642,1655,Office Supplies,213.19,1,0.0,14.07,2024-12-20,East
10643,1434,Technology,258.25,9,0.05,43.56,2023-07-07,South
10644,1996,Office Supplies,509.17,3,0.2,1.44,2026-01-04,West
10645,1085,Technology,251.37,3,0.15,39.01,2025-02-27,South
10646,1696,Furniture,230.39,6,0.15,-14.8,2027-03-06,South
10647,1284,Technology,541.43,6,0.15,15.14,2025-10-09,East
10648,1973,Technology,459.93,6,0.0,80.57,2022-07-17,Central
10649,1219,Office Supplies,674.17,1,0.2,11.48,2024-03-09,East
10650,1068,Office Supplies,369.45,5,0.2,-31.37,2026-08-14,South
10651,1046,Furniture,76.78,6,0.0,7.79,2026-10-06,West
10652,1093,Technology,73.81,8,0.0,17.64,2023-11-25,South
10653,1749,Technology,236.12,1,0.3,-40.49,2025-10-26,West
10654,1957,Technology,934.05,5,0.2,75.15,2027-05-02,West
10655,1452,Furniture,479.97,3,0.2,-24.19,2026-10-09,East
10656,1203,Furniture,566.01,2,0.2,42.65,2022-05-27,South
10657,1911,Furniture,860.7,8,0.05,186.55,2026-10-06,Central
10658,1217,Furniture,513.41,7,0.1,70.93,2023-05-13,South
10659,1473,Furniture,479.49,7,0.05,99.42,2022-02-17,South
10660,1431,Office Supplies,573.69,5,0.0,147.36,2024-02-09,Central
10661,1340,Technology,462.09,9,0.15,-5.21,2023-10-13,East
10662,1550,Technology,352.89,5,0.05,46.79,2025-04-10,South
10663,1611,Technology,393.78,2,0.1,11.0,2023-09-05,South
10664,1288,Technology,515.71,3,0.05,63.24,2023-11-30,West
10665,1253,Technology,221.49,4,0.05,16.7,2027-04-04,South
10666,1733,Technology,497.67,5,0.0,117.42,2025-08-31,Central
10667,1356,Technology,434.2,3,0.0,79.03,2023-01-11,West
10668,1022,Technology,75.99,7,0.0,11.61,2024-03-16,East
10669,1761,Office Supplies,245.15,5,0.0,28.73,2024-07-09,West
10670,1521,Technology,339.09,5,0.3,-17.44,2024-05-24,Central
10671,1757,Office Supplies,228.29,6,0.0,15.51,2026-04-06,Central
10672,1836,Furniture,691.98,7,0.0,42.13,2024-03-20,West
10673,1099,Technology,155.47,8,0.1,0.15,2025-12-14,East
10674,1801,Furniture,410.82,9,0.1,64.52,2024-06-23,West
10675,1179,Furniture,308.98,4,0.0,91.09,2025-11-20,East
10676,1222,Furniture,615.39,5,0.15,29.81,2026-03-26,West
10677,1905,Office Supplies,236.82,5,0.15,16.71,2025-04-25,Central
10678,1761,Furniture,309.58,8,0.0,32.04,2024-10-02,South
10679,1658,Furniture,210.75,9,0.0,61.75,2026-07-27,South
10680,1441,Furniture,542.23,7,0.3,-118.61,2022-02-02,East
10681,1607,Technology,216.19,5,0.2,-27.61,2022-03-10,East
10682,1768,Technology,611.89,3,0.1,-19.05,2023-08-15,East
10683,1324,Office Supplies,366.8,1,0.0,70.9,2025-04-29,Central
10684,1515,Office Supplies,334.09,9,0.05,58.15,2022-04-11,West
10685,1015,Technology,339.71,5,0.1,21.64,2026-02-17,Central
10686,1791,Office Supplies,304.34,9,0.0,89.62,2025-08-01,South
10687,1335,Technology,882.29,4,0.05,94.26,2024-07-02,East
10688,1758,Furniture,342.56,5,0.1,-6.23,2024-01-03,West
10689,1257,Furniture,289.56,4,0.0,48.21,2023-01-25,South
10690,1496,Office Supplies,462.54,2,0.15,33.23,2026-05-08,South
10691,1987,Technology,262.95,1,0.2,-0.33,2022-06-09,South
10692,1895,Technology,123.29,8,0.0,20.3,2024-06-10,Central
10693,1159,Office Supplies,472.48,4,0.2,25.09,2026-04-27,East
10694,1474,Technology,459.95,5,0.0,53.74,2024-12-06,South
10695,1851,Furniture,131.44,6,0.2,7.47,2025-03-28,East
10696,1663,Office Supplies,606.48,8,0.0,179.82,2026-01-09,Central
10697,1907,Office Supplies,302.27,8,0.0,18.82,2023-11-27,South
10698,1689,Technology,773.39,7,0.1,149.26,2024-01-28,Central
10699,1674,Office Supplies,688.78,4,0.05,86.78,2023-06-07,Central
10700,1379,Technology,117.6,6,0.3,-31.04,2026-08-17,East
10701,1544,Technology,934.57,4,0.0,269.83,2024-01-02,South
10702,1928,Technology,319.76,7,0.0,54.63,2022-06-04,Central
10703,1956,Technology,295.15,1,0.05,25.32,2022-12-05,South
10704,1690,Technology,1093.59,5,0.05,46.67,2027-05-31,East
10705,1426,Office Supplies,381.61,4,0.0,42.4,2025-10-20,Central
10706,1612,Furniture,210.88,7,0.1,33.7,2024-03-05,East
10707,1267,Furniture,261.21,9,0.15,13.97,2026-09-19,South
10708,1834,Office Supplies,576.86,5,0.2,59.0,2026-05-17,South
10709,1576,Office Supplies,745.57,4,0.3,-185.61,2025-03-17,East
10710,1416,Furniture,594.42,9,0.0,47.72,2024-06-17,West
10711,1167,Furniture,259.03,5,0.15,-18.97,2025-03-13,Central
10712,1841,Furniture,347.79,9,0.0,61.55,2022-04-13,South
10713,1042,Furniture,197.67,8,0.1,36.54,2024-03-22,South
10714,1555,Furniture,139.34,4,0.05,23.48,2022-04-03,Central
10715,1284,Technology,866.74,7,0.3,-227.0,2024-09-01,East
10716,1396,Office Supplies,352.95,5,0.15,21.43,2025-08-02,East
10717,1011,Technology,449.2,4,0.3,-6.19,2025-12-18,East
10718,1606,Furniture,334.07,5,0.2,-41.15,2022-04-29,West
10719,1301,Furniture,440.4,5,0.3,-77.52,2027-06-08,West
10720,1897,Furniture,615.99,9,0.2,-32.05,2022-01-29,South
10721,1252,Technology,938.11,9,0.05,42.25,2024-10-09,East
10722,1498,Technology,704.48,6,0.0,75.09,2026-03-15,Central
10723,1753,Furniture,323.65,4,0.0,54.1,2024-11-19,South
10724,1034,Technology,251.84,2,0.0,39.34,2024-05-21,Central
10725,1726,Technology,479.83,3,0.05,30.79,2025-10-21,South
10726,1848,Furniture,526.45,2,0.05,15.52,2024-03-10,West
10727,1089,Technology,290.0,5,0.05,51.17,2025-03-07,South
10728,1775,Office Supplies,244.29,6,0.3,1.75,2023-04-20,West
10729,1604,Office Supplies,472.67,5,0.3,6.0,2023-07-17,South
10730,1921,Office Supplies,551.11,2,0.0,68.33,2025-11-16,East
10731,1969,Office Supplies,195.47,5,0.0,21.74,2023-03-11,Central
10732,1601,Furniture,220.45,9,0.05,13.95,2024-03-14,East
10733,1417,Furniture,380.41,4,0.0,32.02,2025-06-11,South
10734,1114,Furniture,220.46,2,0.15,5.12,2022-02-24,South
10735,1616,Office Supplies,489.34,3,0.05,77.69,2024-07-19,South
10736,1902,Office Supplies,480.89,3,0.1,44.0,2025-08-08,West
10737,1195,Technology,481.73,9,0.2,-30.36,2024-01-22,Central
10738,1825,Technology,225.64,4,0.2,-3.08,2022-11-08,Central
10739,1500,Office Supplies,206.68,1,0.0,27.4,2026-04-21,South
10740,1625,Office Supplies,410.39,1,0.15,29.27,2025-01-17,South
10741,1492,Office Supplies,271.54,7,0.05,23.67,2025-05-20,West
10742,1074,Office Supplies,205.48,7,0.0,21.2,2024-08-14,East
10743,1412,Technology,271.97,2,0.0,39.05,2022-11-14,East
10744,1375,Office Supplies,149.5,9,0.05,11.65,2027-03-16,Central
10745,1419,Technology,546.37,9,0.0,39.38,2024-01-27,West
10746,1728,Office Supplies,492.75,5,0.0,126.9,2023-04-10,South
10747,1276,Office Supplies,394.44,3,0.1,58.23,2025-01-15,Central
10748,1760,Office Supplies,70.88,3,0.15,0.91,2025-12-03,West
10749,1675,Technology,303.37,3,0.0,20.08,2025-06-17,East
10750,1393,Technology,426.2,6,0.0,100.03,2027-01-30,West
10751,1868,Furniture,146.36,4,0.2,-10.89,2023-12-01,East
10752,1456,Office Supplies,233.67,8,0.0,34.67,2024-12-16,West
10753,1919,Furniture,293.32,5,0.3,-81.89,2025-02-10,Central
10754,1191,Furniture,545.01,1,0.1,17.02,2024-01-05,East
10755,1738,Technology,393.79,9,0.0,97.75,2024-12-29,Central
10756,1688,Technology,278.34,1,0.0,69.89,2024-01-09,Central
10757,1098,Furniture,183.49,6,0.0,18.67,2024-02-07,East
10758,1547,Office Supplies,663.78,1,0.0,88.93,2026-09-12,East
10759,1977,Technology,144.86,3,0.0,12.1,2025-04-22,South
10760,1998,Office Supplies,58.1,5,0.1,-2.23,2026-09-23,South
10761,1095,Office Supplies,645.85,7,0.0,192.49,2027-06-11,South
10762,1663,Furniture,338.86,8,0.05,51.3,2024-01-14,Central
10763,1662,Furniture,292.55,9,0.1,25.1,2022-10-03,Central
10764,1189,Furniture,625.6,6,0.0,151.0,2022-08-21,South
10765,1735,Furniture,288.37,9,0.0,74.98,2022-02-23,Central
10766,1036,Technology,682.2,8,0.0,171.7,2022-09-14,Central
10767,1779,Technology,444.29,9,0.0,24.05,2022-03-31,East
10768,1368,Furniture,814.41,4,0.15,1.61,2026-10-28,East
10769,1694,Technology,325.23,9,0.0,69.51,2026-11-18,Central
10770,1524,Furniture,227.86,7,0.15,10.0,2027-04-14,South
10771,1278,Office Supplies,673.37,5,0.05,161.24,2026-08-14,West
10772,1216,Office Supplies,170.93,5,0.05,25.56,2025-12-29,South
10773,1866,Office Supplies,314.21,1,0.05,74.48,2026-07-07,West
10774,1872,Furniture,451.52,2,0.15,-39.55,2023-02-12,South
10775,1797,Office Supplies,403.45,3,0.0,107.31,2025-07-16,East
10776,1272,Technology,609.56,8,0.0,79.45,2026-08-20,Central
10777,1880,Office Supplies,647.69,6,0.1,106.64,2027-06-01,Central
10778,1061,Office Supplies,378.14,5,0.0,33.81,2023-01-01,East
10779,1595,Office Supplies,256.01,1,0.05,35.08,2027-02-26,West
10780,1879,Technology,230.39,9,0.1,33.59,2022-12-17,West
10781,1728,Furniture,213.16,3,0.05,25.43,2025-08-15,West
10782,1341,Technology,329.92,3,0.1,21.67,2027-04-14,East
10783,1396,Furniture,198.38,2,0.05,47.66,2025-03-28,West
10784,1698,Furniture,249.11,4,0.15,-10.59,2023-05-02,East
10785,1018,Office Supplies,440.28,2,0.15,22.16,2024-04-21,South
10786,1176,Furniture,411.23,9,0.05,3.27,2024-09-10,South
10787,1611,Technology,453.93,7,0.1,53.82,2026-10-27,East
10788,1395,Technology,538.2,8,0.2,-28.6,2026-03-30,Central
10789,1444,Furniture,292.87,3,0.05,32.55,2025-10-10,South
10790,1232,Office Supplies,578.76,6,0.05,5.2,2023-09-13,West
10791,1914,Office Supplies,285.07,6,0.15,16.17,2024-07-18,East
10792,1075,Technology,451.23,1,0.1,-13.6,2023-02-05,West
10793,1264,Office Supplies,209.81,6,0.0,10.55,2025-11-29,West
10794,1454,Furniture,576.7,3,0.2,-30.26,2025-01-24,Central
10795,1795,Furniture,915.81,3,0.0,89.07,2026-09-27,West
10796,1717,Technology,314.6,3,0.15,-14.7,2023-07-24,Central
10797,1734,Furniture,200.87,8,0.15,0.64,2024-09-01,South
10798,1383,Technology,444.26,5,0.3,-52.51,2023-01-27,East
10799,1563,Furniture,430.26,4,0.0,55.22,2022-12-18,West
10800,1850,Technology,393.86,9,0.1,-10.07,2024-03-16,East
10801,1505,Office Supplies,300.2,9,0.05,46.53,2026-08-17,West
