customer_id,age,gender,city,annual_income,spending_score,membership_years,total_orders,avg_order_value,last_purchase_days,preferred_category,churn
394,40,Female,Dallas,60475.0,95.0,8,35,448,308,Home,0
395,50,Male,Houston,102666.0,19.0,7,29,92,214,Sports,1
396,20,Male,Houston,116622.0,9.0,4,42,354,158,Fashion,1
397,35,Female,Dallas,77656.0,64.0,2,17,186,302,Sports,0
398,42,Male,Los Angeles,24633.0,93.0,8,59,244,204,Sports,0
399,59,Female,San Francisco,37304.0,54.0,5,43,84,149,Groceries,0
400,48,Female,Miami,127573.0,51.0,6,8,88,75,Fashion,0
401,20,Male,Chicago,117820.0,39.0,7,1,459,229,Sports,0
402,57,Male,New York,66546.0,4.0,10,45,28,304,Home,0
403,63,Male,Phoenix,,,1,53,255,62,Fashion,0
404,41,Male,San Francisco,68291.0,64.0,8,36,217,58,Electronics,0
405,67,Male,Dallas,47405.0,29.0,4,7,431,274,Groceries,1
406,49,Female,Miami,137069.0,11.0,9,46,192,108,Sports,0
407,64,Female,San Francisco,56386.0,97.0,1,5,301,187,Beauty,0
408,39,Male,Dallas,110909.0,58.0,2,24,47,229,Fashion,0
409,40,Male,Chicago,40827.0,75.0,6,28,315,48,Electronics,0
410,19,Male,Los Angeles,53040.0,27.0,10,43,418,319,Beauty,0
411,44,Female,San Francisco,80354.0,97.0,1,17,153,268,Electronics,0
412,59,Male,Dallas,98543.0,21.0,4,37,46,215,Sports,0
413,19,Male,Chicago,38157.0,39.0,8,20,57,290,Beauty,1
414,43,Female,Chicago,117693.0,95.0,10,3,215,254,Sports,0
415,34,Female,Los Angeles,55315.0,46.0,5,37,222,358,Beauty,1
416,57,Male,Houston,55932.0,66.0,9,26,104,87,Fashion,0
417,50,Male,San Francisco,41164.0,91.0,6,15,339,181,Home,0
418,26,Male,San Francisco,34414.0,36.0,1,51,49,25,Home,0
419,60,Female,Houston,147597.0,75.0,6,48,485,222,Electronics,0
420,65,Male,New York,34327.0,82.0,6,8,118,49,Groceries,0
421,56,Male,New York,,,6,13,406,334,Beauty,0
422,46,Male,Houston,20946.0,63.0,8,48,209,175,Sports,0
423,59,Female,Miami,34693.0,99.0,6,3,31,311,Groceries,0
424,43,Female,Phoenix,47241.0,35.0,5,1,110,274,Fashion,1
425,52,Male,Chicago,135194.0,31.0,2,9,49,35,Fashion,0
426,67,Male,Phoenix,115790.0,28.0,4,31,232,217,Fashion,0
427,42,Female,Chicago,35540.0,1.0,10,41,57,209,Home,0
428,41,Female,Houston,92255.0,25.0,5,54,360,160,Sports,0
429,30,Female,New York,84757.0,43.0,10,26,79,7,Fashion,0
430,24,Female,Miami,61203.0,84.0,4,17,313,269,Fashion,0
431,53,Female,New York,45081.0,67.0,2,56,379,126,Electronics,0
432,62,Female,Phoenix,81861.0,63.0,7,34,162,325,Beauty,0
433,37,Female,New York,31350.0,51.0,10,9,421,356,Beauty,0
434,18,Female,Houston,,,10,56,199,90,Beauty,0
435,25,Female,Miami,76809.0,82.0,2,51,304,42,Groceries,0
436,63,Male,Phoenix,121894.0,64.0,1,13,131,159,Electronics,1
437,33,Male,Miami,117557.0,74.0,5,5,249,202,Home,0
438,31,Male,San Francisco,62832.0,69.0,1,41,463,282,Groceries,0
439,29,Female,Chicago,48369.0,9.0,1,13,40,332,Electronics,1
440,68,Male,New York,51728.0,2.0,1,1,164,288,Fashion,1
441,40,Female,Miami,37576.0,34.0,6,25,165,91,Sports,0
442,32,Female,Los Angeles,49001.0,60.0,9,47,460,125,Groceries,0
443,45,Male,San Francisco,147625.0,61.0,10,4,394,126,Groceries,0
444,51,Female,New York,103384.0,31.0,1,36,440,52,Fashion,0
445,19,Male,Chicago,20390.0,10.0,5,52,335,103,Fashion,1
446,49,Male,Miami,107535.0,76.0,9,10,185,361,Sports,0
447,40,Male,Phoenix,65436.0,36.0,9,28,159,187,Beauty,1
448,39,Female,Chicago,31569.0,85.0,1,57,222,205,Groceries,0
449,68,Male,Los Angeles,33029.0,49.0,8,6,263,14,Electronics,0
450,42,Female,Miami,42490.0,70.0,1,27,132,104,Home,0
451,39,Male,Dallas,65875.0,49.0,8,56,487,117,Fashion,0
452,39,Male,Dallas,143552.0,3.0,1,12,220,304,Fashion,1
453,66,Male,Houston,120864.0,74.0,5,52,404,93,Home,0
454,69,Female,New York,25867.0,5.0,8,48,333,144,Electronics,0
455,59,Female,Phoenix,100820.0,90.0,6,3,278,110,Fashion,0
456,23,Female,Houston,119515.0,61.0,9,46,274,163,Home,1
457,32,Male,Miami,29121.0,85.0,1,33,466,53,Fashion,0
458,60,Male,Dallas,21539.0,90.0,9,10,424,3,Beauty,0
459,54,Female,Dallas,111024.0,26.0,1,31,42,68,Beauty,1
460,50,Female,Dallas,37027.0,72.0,10,15,412,246,Fashion,0
461,25,Female,Miami,147402.0,5.0,10,7,265,138,Fashion,1
462,61,Female,Dallas,94229.0,15.0,3,36,358,308,Beauty,1
463,61,Female,Chicago,28921.0,16.0,1,14,330,352,Fashion,1
464,22,Female,San Francisco,70435.0,1.0,3,56,385,287,Electronics,1
465,56,Male,Miami,142368.0,16.0,2,48,391,66,Electronics,0
466,21,Female,Phoenix,30310.0,37.0,2,14,422,347,Sports,1
467,23,Male,San Francisco,83965.0,3.0,9,3,337,325,Electronics,1
468,62,Male,Houston,142033.0,52.0,8,49,106,155,Groceries,0
469,49,Female,Phoenix,131048.0,47.0,1,53,238,87,Groceries,0
470,69,Female,San Francisco,116444.0,95.0,4,46,494,33,Groceries,0
471,47,Male,Los Angeles,89922.0,13.0,1,50,442,68,Fashion,0
472,64,Female,Dallas,,,1,3,375,187,Fashion,0
473,52,Female,Los Angeles,113948.0,55.0,4,22,479,192,Home,1
474,57,Male,New York,102839.0,21.0,2,19,46,213,Groceries,0
475,69,Male,New York,32242.0,66.0,3,35,449,88,Groceries,0
476,33,Male,San Francisco,137027.0,54.0,9,12,309,351,Electronics,0
477,30,Female,Los Angeles,132561.0,27.0,2,54,308,108,Beauty,0
478,67,Male,Miami,28947.0,38.0,4,5,367,240,Beauty,0
479,59,Female,Phoenix,132250.0,90.0,1,10,242,216,Sports,0
480,47,Male,Los Angeles,91466.0,58.0,2,41,371,177,Home,1
481,36,Male,New York,123706.0,62.0,5,33,197,53,Beauty,0
482,34,Male,Los Angeles,140351.0,46.0,10,13,167,330,Sports,1
483,36,Female,Miami,144749.0,89.0,1,35,443,49,Electronics,0
484,45,Female,Los Angeles,81816.0,11.0,7,51,246,114,Home,0
485,43,Male,Phoenix,68785.0,72.0,4,32,370,95,Home,0
486,54,Male,Houston,139963.0,8.0,6,11,205,25,Groceries,0
487,43,Male,Miami,20507.0,97.0,8,48,434,132,Fashion,0
488,40,Female,New York,86972.0,71.0,6,38,313,179,Groceries,0
489,26,Male,Phoenix,47151.0,64.0,2,24,489,145,Electronics,0
490,29,Female,Los Angeles,31618.0,21.0,1,35,448,364,Groceries,1
491,18,Male,Los Angeles,94286.0,72.0,8,19,60,198,Home,0
492,18,Male,Houston,36122.0,63.0,8,6,412,325,Groceries,0
493,64,Male,New York,27354.0,85.0,9,40,412,84,Sports,0
494,51,Male,New York,129598.0,64.0,6,54,210,157,Groceries,1
495,49,Male,Chicago,50979.0,20.0,1,45,98,85,Beauty,0
496,65,Male,New York,106436.0,8.0,9,44,224,253,Electronics,0
497,42,Female,Houston,99376.0,58.0,3,42,403,72,Electronics,0
498,57,Male,Dallas,,,6,35,297,223,Home,0
499,62,Female,Chicago,122703.0,31.0,10,4,291,276,Groceries,0
500,18,Male,Chicago,25037.0,93.0,10,33,51,283,Home,0
501,33,Male,Los Angeles,48633.0,9.0,9,13,469,264,Home,0
502,56,Female,Los Angeles,44495.0,15.0,3,56,493,246,Sports,0
503,22,Male,New York,84550.0,94.0,5,36,161,341,Fashion,0
504,39,Female,Chicago,101384.0,26.0,5,54,270,61,Home,1
505,46,Female,San Francisco,56483.0,10.0,10,43,313,259,Fashion,1
506,20,Male,Los Angeles,133181.0,29.0,7,19,117,7,Fashion,0
507,29,Female,Houston,93373.0,80.0,4,43,155,188,Electronics,0
508,43,Female,San Francisco,54069.0,36.0,4,12,296,4,Beauty,0
509,33,Male,Los Angeles,27370.0,84.0,7,11,331,231,Beauty,0
510,68,Female,Miami,,,9,6,321,133,Groceries,0
511,54,Male,Miami,136843.0,86.0,4,12,62,125,Sports,0
512,39,Male,Los Angeles,91947.0,71.0,4,27,139,15,Sports,0
513,46,Male,Chicago,59133.0,23.0,6,41,239,13,Beauty,0
514,31,Male,Dallas,116035.0,41.0,6,25,65,118,Groceries,0
515,45,Female,Dallas,115761.0,93.0,7,42,255,240,Beauty,0
516,22,Male,Chicago,133753.0,80.0,1,3,67,263,Groceries,0
517,64,Male,Phoenix,20692.0,28.0,3,3,217,360,Groceries,1
518,66,Female,Dallas,48926.0,48.0,9,20,103,6,Groceries,0
519,47,Male,Miami,,,6,28,50,320,Groceries,1
520,63,Male,Houston,124700.0,31.0,6,23,180,231,Electronics,0
521,69,Female,Chicago,93984.0,14.0,5,48,447,30,Electronics,0
522,22,Female,New York,63390.0,97.0,3,3,90,22,Beauty,0
523,29,Female,Miami,69593.0,73.0,5,42,27,156,Groceries,0
524,33,Female,Houston,95609.0,91.0,1,24,476,118,Home,0
525,43,Female,Houston,120950.0,88.0,3,43,405,340,Groceries,1
526,43,Female,Chicago,25209.0,77.0,4,40,420,193,Home,0
527,65,Female,Houston,146700.0,90.0,5,6,71,346,Electronics,0
528,38,Male,Chicago,26533.0,29.0,10,20,64,195,Groceries,0
529,56,Female,Dallas,106597.0,51.0,9,11,312,168,Fashion,0
530,53,Female,Los Angeles,27211.0,49.0,4,32,445,239,Beauty,1
531,50,Female,Miami,29927.0,43.0,3,27,319,362,Groceries,0
532,47,Male,Phoenix,97463.0,92.0,10,21,484,244,Sports,0
533,54,Male,Los Angeles,137333.0,92.0,1,44,392,69,Home,0
534,40,Female,Miami,44594.0,72.0,10,48,57,95,Groceries,0
535,27,Female,Chicago,94852.0,87.0,6,50,374,77,Fashion,0
536,22,Female,Miami,97713.0,93.0,7,13,399,171,Home,0
537,53,Male,Dallas,96382.0,5.0,10,22,250,1,Fashion,0
538,51,Male,Chicago,27933.0,42.0,8,35,497,62,Beauty,0
539,69,Female,Los Angeles,123780.0,7.0,1,47,281,207,Beauty,1
540,48,Male,New York,132157.0,42.0,4,22,87,154,Beauty,0
541,27,Female,New York,60696.0,36.0,5,28,198,274,Electronics,1
542,36,Male,San Francisco,85449.0,27.0,2,21,376,48,Fashion,1
543,49,Male,San Francisco,87616.0,58.0,1,46,438,137,Groceries,0
544,18,Female,Miami,26089.0,46.0,8,18,205,1,Sports,0
545,22,Female,New York,76548.0,66.0,6,31,460,235,Sports,1
546,62,Female,Chicago,46123.0,25.0,5,46,220,256,Beauty,0
547,21,Female,Houston,27797.0,73.0,9,37,409,107,Sports,0
548,33,Male,Chicago,70013.0,27.0,2,21,32,173,Home,0
549,41,Male,Houston,28346.0,1.0,10,14,462,130,Fashion,0
550,33,Male,Los Angeles,105414.0,87.0,8,25,233,294,Fashion,0
551,19,Female,Phoenix,53672.0,74.0,10,27,239,40,Fashion,0
552,66,Male,Houston,37653.0,42.0,9,40,305,338,Home,0
553,45,Female,New York,69556.0,52.0,1,23,263,16,Groceries,0
554,49,Male,Chicago,143723.0,25.0,7,31,375,127,Electronics,0
555,44,Female,Los Angeles,128278.0,54.0,8,47,277,349,Home,0
556,37,Female,New York,46140.0,67.0,3,29,77,203,Fashion,1
557,41,Male,Los Angeles,21184.0,6.0,4,47,55,134,Fashion,1
558,29,Female,Phoenix,143626.0,58.0,3,30,347,259,Fashion,0
559,67,Female,Dallas,54493.0,70.0,7,51,448,14,Groceries,0
560,52,Male,Chicago,64148.0,53.0,9,26,412,66,Sports,0
561,50,Female,Miami,44846.0,66.0,3,20,401,351,Electronics,0
562,50,Female,Chicago,131361.0,58.0,6,38,212,342,Home,1
563,68,Female,San Francisco,42195.0,82.0,8,19,352,195,Fashion,0
564,60,Male,Phoenix,25606.0,87.0,6,27,69,114,Beauty,0
565,54,Male,Chicago,23956.0,2.0,2,25,482,159,Electronics,0
566,29,Female,San Francisco,36555.0,76.0,7,40,51,161,Beauty,1
567,20,Male,Miami,110385.0,22.0,2,38,117,254,Electronics,1
568,18,Female,Houston,38690.0,37.0,2,52,62,15,Fashion,0
569,50,Female,Los Angeles,78502.0,20.0,2,23,400,37,Electronics,1
570,57,Female,Miami,144586.0,24.0,1,29,370,155,Electronics,1
571,27,Female,New York,68849.0,84.0,1,15,353,27,Fashion,0
572,60,Female,Phoenix,46347.0,65.0,7,59,329,12,Groceries,0
573,61,Male,Houston,,,5,3,66,67,Beauty,0
574,46,Female,New York,123844.0,81.0,3,10,289,30,Groceries,0
575,30,Male,New York,111321.0,1.0,1,15,451,96,Beauty,0
576,29,Male,Phoenix,69056.0,94.0,10,56,330,215,Sports,0
577,48,Female,Houston,83851.0,3.0,6,16,432,194,Beauty,1
578,63,Female,Dallas,118234.0,46.0,1,17,450,135,Beauty,0
579,19,Male,New York,101502.0,55.0,9,19,82,290,Electronics,0
580,68,Male,New York,116633.0,75.0,2,11,38,32,Sports,0
581,67,Male,Houston,101418.0,88.0,1,48,366,39,Fashion,0
582,52,Female,Chicago,90211.0,86.0,7,5,412,352,Fashion,0
583,40,Male,New York,61850.0,64.0,6,5,120,206,Home,0
584,34,Female,Los Angeles,98545.0,45.0,6,58,56,43,Sports,0
585,43,Female,Houston,47843.0,26.0,5,14,126,337,Electronics,1
586,25,Female,New York,82320.0,77.0,4,50,111,259,Home,0
587,46,Male,Phoenix,49793.0,65.0,4,26,327,249,Home,0
588,43,Female,Miami,59516.0,24.0,3,8,204,74,Fashion,0
589,27,Female,Los Angeles,124407.0,74.0,10,5,235,319,Beauty,1
590,43,Female,San Francisco,149045.0,35.0,8,7,47,296,Electronics,0
591,51,Female,San Francisco,37857.0,24.0,7,16,55,274,Sports,1
592,68,Female,Miami,39627.0,28.0,9,55,391,323,Home,1
593,58,Male,San Francisco,81822.0,100.0,1,14,339,359,Electronics,0
594,24,Female,Miami,104101.0,80.0,7,37,37,190,Fashion,0
595,21,Female,New York,111561.0,16.0,10,56,364,138,Home,1
596,67,Male,Los Angeles,72248.0,59.0,4,41,438,302,Home,0
597,62,Female,Los Angeles,75798.0,81.0,7,4,215,311,Groceries,0
598,28,Male,Chicago,113368.0,54.0,1,36,97,331,Fashion,1
599,46,Female,Miami,64116.0,79.0,5,48,186,353,Groceries,1
600,53,Male,Los Angeles,95318.0,16.0,3,56,109,282,Fashion,1
601,42,Male,Chicago,124186.0,15.0,5,17,283,166,Fashion,0
602,38,Female,Houston,147119.0,98.0,4,47,491,278,Groceries,0
603,53,Female,Chicago,107902.0,11.0,2,36,227,26,Electronics,0
604,27,Female,Phoenix,48557.0,65.0,4,6,231,73,Electronics,0
605,54,Male,Dallas,91334.0,79.0,3,16,290,115,Electronics,0
606,26,Male,New York,95163.0,90.0,1,29,282,51,Beauty,0
607,41,Male,Houston,126719.0,68.0,10,36,292,171,Home,0
608,52,Female,Dallas,143099.0,43.0,8,38,361,268,Electronics,1
609,66,Male,Dallas,98002.0,69.0,5,37,233,3,Beauty,0
610,52,Male,Houston,62614.0,99.0,4,48,393,210,Home,0
611,65,Female,Phoenix,32720.0,13.0,10,57,83,338,Electronics,1
612,53,Male,Chicago,77608.0,10.0,5,48,31,301,Fashion,1
613,35,Male,New York,127449.0,75.0,4,10,229,342,Sports,1
614,66,Female,Chicago,122828.0,82.0,3,41,331,115,Electronics,0
615,56,Male,Los Angeles,146613.0,98.0,5,36,193,167,Sports,0
616,49,Female,Chicago,92095.0,41.0,4,29,450,265,Electronics,0
617,41,Female,San Francisco,125924.0,50.0,1,14,275,227,Fashion,0
618,40,Female,Houston,104694.0,87.0,3,4,482,151,Sports,0
619,49,Female,New York,116452.0,71.0,10,44,120,268,Beauty,0
620,54,Female,Chicago,107593.0,59.0,10,56,35,116,Fashion,0
621,29,Male,New York,55892.0,39.0,8,42,216,88,Sports,0
622,66,Male,New York,126975.0,3.0,7,36,277,318,Sports,1
623,30,Female,Los Angeles,97242.0,76.0,2,50,403,242,Groceries,0
624,40,Female,Los Angeles,136041.0,7.0,1,45,263,360,Groceries,1
625,42,Male,Houston,146202.0,49.0,3,13,367,329,Fashion,0
626,52,Female,Phoenix,97606.0,26.0,5,46,268,333,Fashion,1
627,58,Female,San Francisco,143769.0,33.0,10,18,124,40,Fashion,0
628,47,Female,Dallas,138542.0,48.0,1,33,201,182,Home,0
629,34,Male,New York,126438.0,79.0,3,21,174,209,Beauty,0
630,66,Male,Phoenix,20924.0,2.0,3,16,306,273,Electronics,1
631,37,Female,Dallas,71322.0,71.0,5,15,188,119,Groceries,0
632,65,Female,Dallas,46478.0,32.0,3,54,439,24,Sports,0
633,42,Male,San Francisco,91042.0,4.0,9,57,66,258,Groceries,1
634,39,Male,Houston,66418.0,20.0,1,5,62,92,Electronics,0
635,30,Female,Dallas,82217.0,36.0,4,6,340,161,Fashion,1
636,36,Female,San Francisco,120699.0,32.0,10,38,325,149,Groceries,0
637,66,Male,Dallas,110140.0,28.0,10,3,240,117,Beauty,1
638,53,Male,New York,100846.0,77.0,4,48,20,53,Beauty,0
639,29,Male,New York,93762.0,1.0,1,12,219,302,Home,0
640,58,Female,Miami,31781.0,60.0,2,36,460,45,Groceries,0
641,36,Male,Phoenix,25515.0,56.0,1,33,163,265,Fashion,1
642,29,Female,Chicago,137358.0,35.0,6,36,397,262,Sports,0
643,26,Male,San Francisco,56133.0,30.0,3,33,47,307,Home,0
644,24,Male,Los Angeles,102508.0,54.0,7,31,361,234,Fashion,0
645,45,Male,San Francisco,117628.0,36.0,5,21,357,35,Home,0
646,31,Male,Chicago,96946.0,55.0,9,27,297,338,Groceries,1
647,48,Female,Phoenix,105058.0,89.0,7,27,60,197,Electronics,0
648,69,Female,Los Angeles,29095.0,80.0,4,8,351,25,Groceries,0
649,36,Male,Chicago,108583.0,58.0,5,56,166,202,Fashion,0
650,64,Female,Miami,40470.0,83.0,5,37,364,273,Sports,0
651,33,Male,Los Angeles,63129.0,65.0,5,32,197,36,Sports,0
652,22,Male,New York,28531.0,69.0,10,26,334,223,Fashion,0
653,52,Male,Chicago,57038.0,51.0,9,2,344,352,Home,0
654,29,Male,San Francisco,107939.0,22.0,10,12,437,277,Beauty,0
655,42,Female,Los Angeles,62674.0,88.0,3,22,186,18,Fashion,0
656,69,Male,Miami,147572.0,53.0,6,17,142,188,Groceries,1
657,38,Male,San Francisco,114658.0,100.0,8,7,93,257,Sports,0
658,53,Female,Dallas,102476.0,36.0,9,43,258,142,Electronics,0
659,40,Male,Los Angeles,49831.0,68.0,7,4,268,136,Sports,0
660,33,Male,Los Angeles,77174.0,36.0,3,37,282,307,Beauty,1
661,56,Male,Miami,31279.0,52.0,1,38,271,79,Sports,0
662,62,Female,Dallas,58220.0,53.0,4,32,376,292,Beauty,0
663,59,Male,Chicago,80610.0,82.0,6,11,130,62,Fashion,0
664,56,Female,Houston,72719.0,50.0,3,1,199,129,Sports,0
665,31,Male,Chicago,144936.0,80.0,1,25,207,341,Home,0
666,48,Male,Dallas,73051.0,41.0,6,42,327,298,Groceries,1
667,22,Female,Phoenix,92013.0,18.0,1,52,226,257,Home,0
668,52,Male,San Francisco,76652.0,22.0,9,24,253,212,Groceries,0
669,40,Male,Miami,,,1,53,43,54,Sports,0
670,46,Female,Chicago,102936.0,21.0,6,43,45,175,Sports,1
671,60,Female,Los Angeles,,,1,56,400,100,Groceries,0
672,28,Female,Miami,87598.0,44.0,7,17,237,39,Electronics,0
673,35,Female,New York,61798.0,47.0,3,8,365,263,Sports,0
674,64,Female,Dallas,144517.0,39.0,6,59,397,150,Electronics,0
675,29,Male,San Francisco,73473.0,29.0,7,45,29,121,Electronics,1
676,26,Female,Chicago,39880.0,54.0,1,27,36,178,Groceries,0
677,27,Male,Miami,120117.0,90.0,1,52,264,301,Electronics,0
678,61,Male,San Francisco,64439.0,85.0,5,18,225,330,Electronics,1
679,34,Male,Chicago,140944.0,17.0,6,27,277,120,Fashion,1
680,55,Female,Miami,34308.0,80.0,9,22,131,72,Home,0
681,24,Female,Los Angeles,111563.0,60.0,1,16,224,219,Electronics,0
682,63,Male,New York,116256.0,31.0,4,2,46,302,Home,1
683,30,Female,New York,55081.0,73.0,10,5,476,123,Electronics,0
684,57,Female,Phoenix,95242.0,95.0,8,18,90,244,Home,0
685,59,Female,Miami,70383.0,78.0,10,3,195,75,Sports,0
686,26,Female,Chicago,29837.0,49.0,9,27,221,6,Sports,0
687,67,Male,New York,124135.0,2.0,3,54,267,21,Home,0
688,44,Male,Dallas,72151.0,48.0,2,17,137,190,Electronics,0
689,19,Female,New York,138128.0,14.0,4,16,28,225,Fashion,1
690,22,Male,Houston,56824.0,59.0,2,6,105,103,Home,0
691,46,Female,Houston,53073.0,97.0,1,51,42,344,Beauty,0
692,54,Female,New York,132651.0,99.0,3,7,474,99,Fashion,0
693,55,Male,Miami,117624.0,58.0,7,50,259,318,Beauty,0
694,36,Male,Phoenix,113648.0,58.0,1,14,92,363,Home,0
695,25,Male,New York,46299.0,51.0,2,38,46,83,Electronics,0
696,65,Female,Los Angeles,119993.0,84.0,1,40,491,181,Beauty,0
697,62,Male,San Francisco,78861.0,2.0,8,15,368,152,Home,1
698,18,Female,Chicago,50063.0,41.0,5,47,100,56,Fashion,1
699,39,Male,Phoenix,89453.0,83.0,8,47,103,190,Electronics,0
700,69,Male,Los Angeles,141768.0,82.0,3,48,218,22,Beauty,0
701,34,Female,Phoenix,143299.0,16.0,7,33,62,68,Home,0
702,24,Female,Los Angeles,88472.0,4.0,8,43,282,185,Electronics,0
703,42,Female,Chicago,122166.0,12.0,6,27,111,10,Electronics,1
704,62,Female,Chicago,34506.0,29.0,7,29,358,66,Sports,0
705,21,Female,Houston,114341.0,7.0,2,57,466,264,Electronics,0
706,53,Female,Miami,99854.0,14.0,8,37,103,225,Home,1
707,23,Female,Los Angeles,133604.0,12.0,5,5,319,123,Fashion,0
708,48,Female,San Francisco,,,7,29,442,38,Groceries,0
709,36,Male,Houston,47672.0,5.0,1,32,315,123,Sports,0
710,61,Female,Los Angeles,58417.0,81.0,5,53,154,318,Home,0
711,56,Female,Houston,72413.0,32.0,1,6,473,156,Home,0
712,44,Male,Chicago,144044.0,74.0,8,2,300,301,Home,0
713,27,Female,Phoenix,85066.0,43.0,4,6,78,321,Beauty,0
714,43,Male,Dallas,79213.0,81.0,4,46,416,67,Beauty,0
715,36,Male,Houston,70971.0,69.0,2,43,378,133,Fashion,0
716,56,Female,Los Angeles,47281.0,45.0,5,4,361,362,Home,1
717,20,Male,Los Angeles,133978.0,9.0,1,56,260,140,Beauty,1
718,62,Female,Dallas,48091.0,49.0,9,29,484,82,Beauty,0
719,30,Male,Miami,70494.0,33.0,5,59,387,58,Beauty,0
720,67,Male,San Francisco,,,6,25,361,149,Fashion,0
721,45,Male,Chicago,133755.0,100.0,2,9,117,131,Fashion,0
722,37,Female,Los Angeles,38610.0,18.0,10,56,81,69,Home,0
723,45,Female,New York,21079.0,9.0,10,3,283,345,Sports,1
724,25,Male,Phoenix,115386.0,62.0,1,26,132,250,Home,0
725,58,Male,Houston,66751.0,57.0,4,48,448,320,Beauty,0
726,56,Female,Miami,106126.0,29.0,7,43,165,177,Groceries,0
727,18,Female,San Francisco,75432.0,78.0,6,27,235,72,Beauty,0
728,20,Male,Dallas,50951.0,25.0,10,36,275,17,Electronics,0
729,30,Male,Phoenix,100863.0,15.0,1,32,335,329,Groceries,1
730,45,Female,Chicago,98291.0,6.0,1,1,335,160,Groceries,0
731,66,Female,Miami,145659.0,42.0,8,57,381,70,Home,0
732,42,Female,San Francisco,79872.0,29.0,4,53,277,113,Beauty,1
733,50,Female,Houston,27235.0,79.0,5,54,213,232,Beauty,0
734,55,Female,Houston,102733.0,93.0,7,16,366,21,Sports,0
735,23,Male,Dallas,82712.0,4.0,8,51,33,135,Electronics,0
736,61,Female,New York,41473.0,82.0,10,48,323,263,Home,0
737,62,Male,Dallas,87567.0,57.0,7,11,122,111,Fashion,0
738,49,Female,Chicago,126818.0,49.0,2,26,264,246,Home,0
739,62,Male,Miami,145849.0,44.0,4,40,264,283,Groceries,1
740,64,Female,Miami,127399.0,80.0,10,55,331,8,Home,0
741,38,Female,Los Angeles,144421.0,75.0,1,1,287,284,Sports,1
742,33,Male,New York,99823.0,14.0,10,26,243,207,Home,0
743,38,Male,New York,124215.0,3.0,9,28,239,194,Sports,1
744,28,Female,Miami,129999.0,62.0,3,53,330,47,Groceries,0
745,54,Female,Miami,52230.0,64.0,3,58,431,342,Sports,1
746,53,Female,Phoenix,104573.0,45.0,10,9,385,242,Beauty,1
747,52,Female,San Francisco,112588.0,82.0,9,59,236,10,Fashion,0
748,36,Female,Phoenix,88876.0,58.0,10,44,23,289,Groceries,0
749,37,Male,Phoenix,60644.0,20.0,3,22,493,131,Sports,0
750,35,Male,New York,68664.0,58.0,8,8,55,270,Electronics,0
751,64,Female,Los Angeles,65203.0,89.0,2,58,197,302,Groceries,0
752,58,Male,Houston,86677.0,57.0,3,49,406,61,Electronics,0
753,66,Male,Phoenix,45425.0,77.0,2,42,276,164,Fashion,0
754,31,Male,Los Angeles,143246.0,68.0,1,27,36,13,Sports,0
755,32,Female,Dallas,104817.0,78.0,2,39,218,272,Groceries,0
756,48,Male,Chicago,127585.0,97.0,8,19,337,208,Groceries,0
757,18,Female,Phoenix,105961.0,92.0,9,25,67,246,Fashion,0
758,20,Male,Dallas,120342.0,52.0,2,38,81,133,Beauty,0
759,33,Female,Houston,145740.0,37.0,7,21,88,244,Electronics,0
760,40,Male,Chicago,117649.0,8.0,5,24,166,294,Groceries,0
761,28,Female,Chicago,89806.0,44.0,3,24,378,38,Home,0
762,29,Female,Houston,62814.0,98.0,9,19,385,359,Electronics,0
763,27,Male,Phoenix,90219.0,5.0,6,50,181,56,Sports,1
764,49,Female,New York,69646.0,69.0,1,47,246,319,Fashion,0
765,33,Female,Houston,59884.0,31.0,5,2,452,48,Electronics,1
766,25,Female,Houston,115345.0,45.0,7,14,483,105,Home,0
767,55,Female,Houston,146062.0,9.0,4,53,450,59,Home,0
768,29,Female,Chicago,120088.0,32.0,8,32,366,77,Fashion,0
769,41,Female,San Francisco,138198.0,33.0,10,42,249,218,Fashion,0
770,45,Female,Los Angeles,89322.0,67.0,5,32,389,55,Electronics,0
771,25,Female,Dallas,41650.0,30.0,9,28,197,55,Sports,0
772,45,Male,New York,114242.0,76.0,9,48,364,129,Beauty,0
773,53,Male,Phoenix,,,9,39,429,85,Home,0
774,43,Female,Phoenix,58196.0,3.0,1,40,75,214,Fashion,1
775,25,Female,Dallas,59449.0,90.0,2,42,97,115,Beauty,0
776,67,Male,Los Angeles,59661.0,57.0,3,47,289,314,Beauty,0
777,45,Male,Houston,49709.0,30.0,4,40,225,293,Beauty,0
778,45,Male,San Francisco,130965.0,9.0,10,13,300,49,Sports,0
779,54,Female,New York,100428.0,26.0,9,12,247,67,Fashion,0
780,58,Male,Phoenix,95179.0,2.0,10,8,407,275,Home,0
781,53,Female,Dallas,29943.0,62.0,6,15,258,129,Fashion,0
782,44,Female,Miami,63240.0,3.0,1,26,482,29,Electronics,0
783,34,Male,San Francisco,65760.0,46.0,9,12,307,343,Home,1
784,26,Female,Dallas,41042.0,68.0,6,43,101,33,Fashion,0
785,50,Female,San Francisco,141770.0,25.0,4,51,353,119,Home,1
786,37,Female,Phoenix,63894.0,51.0,4,46,269,180,Electronics,0
787,30,Female,Houston,26869.0,13.0,3,27,212,151,Groceries,0
788,45,Male,Miami,81078.0,44.0,7,18,125,133,Home,0
